<<<<<<< HEAD
crsCode77492,deptId91205,crsName55891,descr67132,
crsCode90485,deptId42916,crsName75456,descr87702,
crsCode36377,deptId77949,crsName78873,descr94845,
crsCode44017,deptId49443,crsName25980,descr35563,
crsCode53830,deptId62694,crsName50552,descr58106,
crsCode78210,deptId3272,crsName70231,descr81299,
crsCode460,deptId31801,crsName91376,descr23380,
crsCode94288,deptId7953,crsName99802,descr89628,
crsCode91610,deptId79113,crsName77242,descr40502,
crsCode81856,deptId29334,crsName87229,descr959,
crsCode76735,deptId38083,crsName82849,descr38101,
crsCode58814,deptId40617,crsName81325,descr4063,
crsCode65999,deptId37358,crsName72002,descr59731,
crsCode40344,deptId53641,crsName70760,descr74462,
crsCode51212,deptId43051,crsName64313,descr42576,
crsCode13480,deptId19903,crsName60017,descr72546,
crsCode93209,deptId88318,crsName61689,descr17217,
crsCode6617,deptId18515,crsName4124,descr37716,
crsCode488,deptId10959,crsName33236,descr5338,
crsCode96006,deptId35225,crsName93459,descr17615,
crsCode9451,deptId16066,crsName61743,descr54446,
crsCode15971,deptId68629,crsName86314,descr53039,
crsCode86090,deptId813,crsName47837,descr81841,
crsCode57535,deptId84866,crsName15873,descr38707,
crsCode45192,deptId21147,crsName570,descr71421,
crsCode20770,deptId25543,crsName82945,descr17596,
crsCode74562,deptId92967,crsName69548,descr35498,
crsCode66125,deptId15747,crsName99164,descr35243,
crsCode27441,deptId15933,crsName63298,descr28371,
crsCode59742,deptId81282,crsName26926,descr85478,
crsCode67813,deptId13756,crsName54038,descr88824,
crsCode87051,deptId97412,crsName54432,descr54099,
crsCode32361,deptId63541,crsName76813,descr63990,
crsCode83844,deptId93436,crsName34209,descr46746,
crsCode21348,deptId71852,crsName75379,descr78704,
crsCode49107,deptId49999,crsName3373,descr96038,
crsCode67571,deptId44694,crsName55936,descr2057,
crsCode22140,deptId80465,crsName13640,descr82309,
crsCode42066,deptId71866,crsName73975,descr70599,
crsCode88223,deptId94059,crsName10017,descr43619,
crsCode44850,deptId84848,crsName22468,descr21969,
crsCode51251,deptId5591,crsName77585,descr38226,
crsCode99521,deptId10692,crsName91195,descr87025,
crsCode2283,deptId89505,crsName80667,descr4069,
crsCode36199,deptId37299,crsName64318,descr53779,
crsCode71954,deptId60839,crsName76812,descr42736,
crsCode35563,deptId20725,crsName28132,descr70352,
crsCode52794,deptId12665,crsName24009,descr99157,
crsCode83823,deptId91124,crsName77683,descr94532,
crsCode95899,deptId93637,crsName43850,descr68111,
crsCode96657,deptId10330,crsName16114,descr73673,
crsCode6718,deptId19642,crsName44044,descr40736,
crsCode26838,deptId84718,crsName20949,descr58163,
crsCode81641,deptId38541,crsName72908,descr79441,
crsCode96789,deptId75202,crsName10161,descr46161,
crsCode46581,deptId55708,crsName44745,descr9320,
crsCode83383,deptId46418,crsName97950,descr49770,
crsCode62124,deptId29841,crsName35523,descr29920,
crsCode12888,deptId41763,crsName5749,descr71938,
crsCode53545,deptId11838,crsName93885,descr27633,
crsCode20644,deptId86374,crsName28115,descr18387,
crsCode21050,deptId21439,crsName20508,descr2540,
crsCode31706,deptId28724,crsName19380,descr62998,
crsCode93313,deptId95901,crsName80710,descr81565,
crsCode1484,deptId75505,crsName29975,descr61466,
crsCode47662,deptId87496,crsName79491,descr98985,
crsCode54653,deptId91498,crsName14400,descr7177,
crsCode91014,deptId93178,crsName82015,descr21679,
crsCode17761,deptId75993,crsName6321,descr53703,
crsCode35263,deptId3544,crsName85733,descr55977,
crsCode66719,deptId11294,crsName61775,descr99700,
crsCode15105,deptId97105,crsName229,descr79305,
crsCode23602,deptId96357,crsName76803,descr83815,
crsCode49862,deptId56510,crsName52206,descr23198,
crsCode17155,deptId98692,crsName33269,descr17362,
crsCode13657,deptId97986,crsName56308,descr65038,
crsCode20944,deptId28891,crsName43763,descr99074,
crsCode18811,deptId14026,crsName63051,descr59,
crsCode36104,deptId14739,crsName95432,descr14334,
crsCode81465,deptId73804,crsName6889,descr93377,
crsCode34988,deptId90018,crsName93220,descr44741,
crsCode29430,deptId63785,crsName63559,descr18387,
crsCode40207,deptId74019,crsName58138,descr83858,
crsCode10439,deptId1996,crsName93984,descr75843,
crsCode73687,deptId30464,crsName9565,descr76505,
crsCode65809,deptId25994,crsName63121,descr40952,
crsCode38489,deptId21706,crsName8033,descr57609,
crsCode23437,deptId58049,crsName69303,descr68151,
crsCode99808,deptId61276,crsName42048,descr1929,
crsCode46404,deptId40539,crsName5395,descr37436,
crsCode42789,deptId43741,crsName71506,descr16220,
crsCode71347,deptId26986,crsName8712,descr20992,
crsCode86104,deptId35228,crsName79923,descr94751,
crsCode99752,deptId75627,crsName94427,descr33234,
crsCode30229,deptId42068,crsName42880,descr69864,
crsCode68098,deptId53669,crsName6418,descr63712,
crsCode3824,deptId89703,crsName19929,descr27014,
crsCode99092,deptId83112,crsName92917,descr50861,
crsCode83657,deptId92229,crsName49824,descr26085,
crsCode99714,deptId50769,crsName31344,descr10393,
crsCode77048,deptId1604,crsName33593,descr99049,
crsCode55169,deptId58274,crsName43310,descr48479,
crsCode39650,deptId57094,crsName51720,descr27375,
crsCode11323,deptId95659,crsName50079,descr10384,
crsCode43968,deptId27352,crsName47285,descr14481,
crsCode54985,deptId49062,crsName80434,descr47962,
crsCode40767,deptId32207,crsName48330,descr35744,
crsCode15478,deptId62452,crsName71515,descr72708,
crsCode15770,deptId97098,crsName67987,descr79977,
crsCode44194,deptId1827,crsName15598,descr35313,
crsCode81698,deptId56565,crsName34460,descr55891,
crsCode92668,deptId78601,crsName24769,descr13786,
crsCode95926,deptId52226,crsName74934,descr87901,
crsCode66407,deptId97671,crsName17166,descr14838,
crsCode2282,deptId20623,crsName76371,descr94050,
crsCode17013,deptId57640,crsName85582,descr32404,
crsCode98052,deptId10052,crsName68261,descr54358,
crsCode58638,deptId86241,crsName7454,descr59965,
crsCode26169,deptId79859,crsName16386,descr42535,
crsCode24874,deptId26736,crsName71901,descr1300,
crsCode14132,deptId33816,crsName20290,descr61694,
crsCode14610,deptId67647,crsName32108,descr65687,
crsCode43696,deptId83993,crsName35870,descr25118,
crsCode35778,deptId58785,crsName27308,descr4797,
crsCode42008,deptId31781,crsName95123,descr52449,
crsCode71434,deptId36561,crsName39715,descr21943,
crsCode21069,deptId68246,crsName99677,descr16832,
crsCode9128,deptId63895,crsName60471,descr71889,
crsCode75200,deptId41840,crsName7644,descr233,
crsCode20366,deptId46404,crsName89776,descr52847,
crsCode179,deptId93153,crsName64753,descr69896,
crsCode43874,deptId46546,crsName1114,descr92402,
crsCode45403,deptId98113,crsName62113,descr77184,
crsCode26424,deptId82215,crsName52256,descr84787,
crsCode45632,deptId88433,crsName68785,descr28209,
crsCode39546,deptId92368,crsName40370,descr36388,
crsCode70107,deptId63262,crsName17895,descr68946,
crsCode97472,deptId60168,crsName56767,descr44596,
crsCode72215,deptId11004,crsName76207,descr9589,
crsCode92792,deptId96176,crsName18203,descr30089,
crsCode66417,deptId62956,crsName95123,descr53351,
crsCode76574,deptId69686,crsName31034,descr29125,
crsCode7800,deptId32728,crsName49985,descr76270,
crsCode9764,deptId71632,crsName63826,descr42915,
crsCode41708,deptId46164,crsName76969,descr95339,
crsCode27467,deptId41215,crsName59324,descr16280,
crsCode95650,deptId40605,crsName6684,descr31000,
crsCode86824,deptId59503,crsName38900,descr84372,
crsCode53275,deptId32333,crsName83401,descr10527,
crsCode94291,deptId11508,crsName73632,descr85815,
crsCode25056,deptId79507,crsName37548,descr90507,
crsCode56971,deptId20572,crsName60032,descr52758,
crsCode88391,deptId53669,crsName23914,descr8084,
crsCode46751,deptId66188,crsName25552,descr94070,
crsCode48152,deptId23260,crsName8325,descr4022,
crsCode86530,deptId30440,crsName83272,descr29797,
crsCode86912,deptId75572,crsName40378,descr9344,
crsCode68977,deptId47443,crsName85594,descr14273,
crsCode54523,deptId56650,crsName97854,descr60210,
crsCode70644,deptId37364,crsName63280,descr48316,
crsCode81964,deptId79871,crsName99235,descr70077,
crsCode89498,deptId46099,crsName68240,descr46552,
crsCode66177,deptId56083,crsName59569,descr2759,
crsCode39806,deptId14748,crsName33018,descr46507,
crsCode53585,deptId94666,crsName3951,descr44420,
crsCode24806,deptId54202,crsName88293,descr30652,
crsCode76479,deptId70890,crsName59097,descr90269,
crsCode98367,deptId74877,crsName12167,descr1507,
crsCode6038,deptId12858,crsName22761,descr6156,
crsCode36292,deptId1524,crsName18316,descr70444,
crsCode40812,deptId43013,crsName54000,descr23005,
crsCode17591,deptId48019,crsName67196,descr40148,
crsCode46145,deptId68756,crsName31675,descr87343,
crsCode86820,deptId21198,crsName94487,descr66282,
crsCode46783,deptId34103,crsName71824,descr16049,
crsCode20226,deptId25435,crsName95929,descr68111,
crsCode39161,deptId36348,crsName57968,descr50052,
crsCode85682,deptId7860,crsName28376,descr17622,
crsCode59277,deptId46518,crsName25045,descr76991,
crsCode2496,deptId72050,crsName15459,descr7812,
crsCode292,deptId47895,crsName6066,descr9989,
crsCode45119,deptId47890,crsName38594,descr66992,
crsCode88974,deptId17589,crsName93176,descr48048,
crsCode37043,deptId69754,crsName59107,descr40201,
crsCode54600,deptId72749,crsName82154,descr29880,
crsCode16278,deptId70824,crsName24153,descr52249,
crsCode66410,deptId52468,crsName83630,descr67982,
crsCode13724,deptId37378,crsName36990,descr88334,
crsCode33365,deptId20681,crsName98443,descr84972,
crsCode45163,deptId63899,crsName3474,descr25475,
crsCode94216,deptId85028,crsName14112,descr6523,
crsCode42025,deptId78014,crsName52869,descr95738,
crsCode41570,deptId15635,crsName3521,descr93834,
crsCode41919,deptId33904,crsName474,descr29282,
crsCode61317,deptId929,crsName39504,descr10324,
crsCode92726,deptId75855,crsName37320,descr86803,
crsCode29235,deptId69044,crsName89860,descr14015,
crsCode47677,deptId77655,crsName15091,descr27215,
crsCode19956,deptId70248,crsName80165,descr97177,
crsCode42784,deptId67961,crsName96375,descr52480,
crsCode34094,deptId12950,crsName3757,descr62427,
crsCode15730,deptId76675,crsName78749,descr89118,
crsCode78571,deptId9585,crsName37384,descr7624,
crsCode24580,deptId8381,crsName24708,descr63528,
crsCode12630,deptId61893,crsName39508,descr46604,
crsCode58891,deptId44840,crsName59769,descr60007,
crsCode53245,deptId31033,crsName49153,descr15230,
crsCode2173,deptId55838,crsName25950,descr19920,
crsCode59984,deptId46955,crsName13618,descr31968,
crsCode58132,deptId40727,crsName35334,descr93856,
crsCode27424,deptId21720,crsName84826,descr51452,
crsCode80969,deptId37984,crsName52503,descr40448,
crsCode7936,deptId45395,crsName27104,descr85254,
crsCode35993,deptId31587,crsName28134,descr32992,
crsCode13735,deptId67242,crsName38522,descr12830,
crsCode11107,deptId16163,crsName93374,descr3293,
crsCode81228,deptId91398,crsName33237,descr15212,
crsCode63496,deptId35294,crsName66649,descr52604,
crsCode13512,deptId32713,crsName6795,descr89188,
crsCode16457,deptId78251,crsName80580,descr92238,
crsCode79735,deptId78479,crsName76970,descr61122,
crsCode11276,deptId5499,crsName32927,descr92876,
crsCode11574,deptId40207,crsName5076,descr93452,
crsCode22423,deptId8954,crsName31642,descr43259,
crsCode86566,deptId77113,crsName14265,descr92693,
crsCode73747,deptId79117,crsName42041,descr87239,
crsCode94631,deptId43448,crsName62814,descr57237,
crsCode81417,deptId94388,crsName42417,descr51496,
crsCode47901,deptId80335,crsName19384,descr2387,
crsCode35176,deptId18342,crsName79016,descr22145,
crsCode17967,deptId16797,crsName44593,descr27229,
crsCode65756,deptId79193,crsName22328,descr2238,
crsCode96794,deptId15746,crsName46508,descr62776,
crsCode33945,deptId77355,crsName89395,descr19777,
crsCode17593,deptId97207,crsName90339,descr19597,
crsCode9421,deptId29952,crsName53505,descr35896,
crsCode4326,deptId78318,crsName12623,descr39408,
crsCode11031,deptId74084,crsName81170,descr69780,
crsCode29767,deptId91671,crsName33413,descr77719,
crsCode75986,deptId4474,crsName71930,descr97220,
crsCode90749,deptId97556,crsName89480,descr44572,
crsCode94772,deptId50899,crsName92278,descr69370,
crsCode91490,deptId40346,crsName89058,descr70136,
crsCode95371,deptId12918,crsName20270,descr75819,
crsCode63817,deptId53198,crsName95303,descr72712,
crsCode3577,deptId21588,crsName19210,descr85538,
crsCode43369,deptId39096,crsName11212,descr15034,
crsCode85093,deptId96675,crsName60912,descr57365,
crsCode22164,deptId80539,crsName22978,descr67955,
crsCode7413,deptId33698,crsName29687,descr6148,
crsCode41100,deptId12421,crsName17743,descr80514,
crsCode59607,deptId29409,crsName30297,descr779,
crsCode28958,deptId70066,crsName87510,descr21402,
crsCode97257,deptId76281,crsName48309,descr59329,
crsCode66731,deptId56009,crsName12862,descr4197,
crsCode74844,deptId67054,crsName2794,descr8086,
crsCode8421,deptId890,crsName34351,descr79018,
crsCode71732,deptId21357,crsName3066,descr77397,
crsCode33936,deptId46977,crsName16501,descr94438,
crsCode21030,deptId78928,crsName3848,descr24545,
crsCode58081,deptId67810,crsName35643,descr76084,
crsCode10969,deptId89814,crsName28570,descr86777,
crsCode62818,deptId78860,crsName10417,descr34375,
crsCode7077,deptId29325,crsName59126,descr81685,
crsCode95563,deptId98168,crsName97255,descr46317,
crsCode15862,deptId83690,crsName83144,descr49768,
crsCode18986,deptId99113,crsName94543,descr58123,
crsCode71240,deptId16717,crsName69179,descr58750,
crsCode7420,deptId52140,crsName62206,descr96645,
crsCode12588,deptId56288,crsName79963,descr57373,
crsCode30961,deptId54583,crsName21098,descr49844,
crsCode82050,deptId81462,crsName92249,descr86693,
crsCode75595,deptId75019,crsName87757,descr69935,
crsCode86685,deptId41198,crsName51398,descr41362,
crsCode96895,deptId98386,crsName97760,descr80997,
crsCode76450,deptId98638,crsName21333,descr58422,
crsCode62546,deptId3299,crsName77632,descr64319,
crsCode3304,deptId79402,crsName24093,descr20737,
crsCode58716,deptId75004,crsName84365,descr96480,
crsCode14648,deptId85020,crsName91701,descr84891,
crsCode31204,deptId74597,crsName70086,descr1549,
crsCode67115,deptId87766,crsName90694,descr96497,
crsCode67213,deptId4904,crsName85717,descr29574,
crsCode92060,deptId37150,crsName93095,descr10204,
crsCode42344,deptId36535,crsName43087,descr45608,
crsCode87749,deptId49434,crsName91911,descr20303,
crsCode48349,deptId69567,crsName87147,descr81843,
crsCode10255,deptId23082,crsName15398,descr15546,
crsCode8884,deptId89797,crsName42860,descr62903,
crsCode53533,deptId92632,crsName42822,descr12151,
crsCode86393,deptId328,crsName1384,descr16714,
crsCode42963,deptId78857,crsName59295,descr43211,
crsCode64247,deptId52065,crsName93254,descr48398,
crsCode65973,deptId94491,crsName99575,descr27782,
crsCode830,deptId90437,crsName38174,descr90128,
crsCode62220,deptId18502,crsName777,descr13151,
crsCode93790,deptId30751,crsName14876,descr94148,
crsCode19104,deptId18077,crsName50626,descr40922,
crsCode43945,deptId78712,crsName87422,descr71212,
crsCode71710,deptId59660,crsName32318,descr16740,
crsCode59732,deptId11313,crsName81457,descr58384,
crsCode35538,deptId11929,crsName719,descr93170,
crsCode99157,deptId46213,crsName76855,descr76389,
crsCode74894,deptId61700,crsName39126,descr60712,
crsCode41478,deptId20713,crsName52355,descr39400,
crsCode33217,deptId42856,crsName74600,descr78126,
crsCode39200,deptId26222,crsName41178,descr71137,
crsCode9601,deptId5274,crsName19337,descr34522,
crsCode56449,deptId53435,crsName81875,descr64643,
crsCode13473,deptId69415,crsName20595,descr66442,
crsCode48486,deptId9333,crsName31256,descr84776,
crsCode16762,deptId22103,crsName90640,descr48040,
crsCode59089,deptId63160,crsName9635,descr32118,
crsCode88006,deptId74830,crsName1467,descr53862,
crsCode13859,deptId15228,crsName86689,descr76574,
crsCode1375,deptId76743,crsName71587,descr90113,
crsCode99842,deptId59539,crsName1489,descr9017,
crsCode80452,deptId40281,crsName57864,descr12864,
crsCode95316,deptId71111,crsName87430,descr13355,
crsCode31669,deptId5652,crsName45819,descr45780,
crsCode5602,deptId34846,crsName95904,descr66498,
crsCode70769,deptId90210,crsName33346,descr83127,
crsCode57367,deptId47735,crsName2230,descr76382,
crsCode87944,deptId29841,crsName66383,descr79452,
crsCode20012,deptId1680,crsName9928,descr65601,
crsCode24836,deptId64881,crsName48425,descr32868,
crsCode22384,deptId64644,crsName96804,descr98785,
crsCode45934,deptId18300,crsName86656,descr28701,
crsCode18416,deptId14816,crsName31009,descr66312,
crsCode86329,deptId29342,crsName62517,descr11643,
crsCode50676,deptId56927,crsName76797,descr34689,
crsCode20592,deptId16406,crsName24854,descr42610,
crsCode42396,deptId54833,crsName79139,descr81691,
crsCode44571,deptId57138,crsName95225,descr25529,
crsCode79012,deptId97560,crsName99590,descr29379,
crsCode32921,deptId73366,crsName89247,descr54280,
crsCode28226,deptId95557,crsName3909,descr27758,
crsCode9030,deptId69237,crsName23219,descr66745,
crsCode66405,deptId82910,crsName94407,descr6316,
crsCode87380,deptId86550,crsName43082,descr48042,
crsCode74325,deptId19931,crsName58846,descr3509,
crsCode29075,deptId64751,crsName42051,descr75960,
crsCode56343,deptId70948,crsName4870,descr60448,
crsCode9802,deptId83021,crsName69894,descr6884,
crsCode58632,deptId28276,crsName58244,descr63334,
crsCode61917,deptId62826,crsName63878,descr2162,
crsCode48159,deptId55225,crsName8,descr80131,
crsCode76263,deptId39029,crsName25537,descr86725,
crsCode85261,deptId56913,crsName88205,descr12981,
crsCode77727,deptId67821,crsName24924,descr29508,
crsCode4893,deptId61357,crsName57270,descr65018,
crsCode34452,deptId49445,crsName29833,descr33752,
crsCode74550,deptId43793,crsName50833,descr77174,
crsCode26707,deptId46753,crsName3266,descr88235,
crsCode1654,deptId60114,crsName86965,descr202,
crsCode91933,deptId87927,crsName95213,descr28201,
crsCode10454,deptId56246,crsName6533,descr22046,
crsCode12211,deptId39247,crsName14712,descr86690,
crsCode44042,deptId96727,crsName56108,descr93911,
crsCode67500,deptId5955,crsName95867,descr74246,
crsCode22592,deptId28480,crsName82368,descr7840,
crsCode63547,deptId74175,crsName80123,descr1383,
crsCode27613,deptId83053,crsName59392,descr68293,
crsCode27499,deptId9953,crsName76994,descr48602,
crsCode55589,deptId92815,crsName84056,descr11347,
crsCode20164,deptId53177,crsName71882,descr87573,
crsCode9778,deptId26725,crsName84250,descr1466,
crsCode3013,deptId33514,crsName21809,descr16530,
crsCode86361,deptId1668,crsName43397,descr20874,
crsCode55145,deptId10151,crsName91044,descr62090,
crsCode96234,deptId5872,crsName74015,descr64760,
crsCode4421,deptId85750,crsName27158,descr86011,
crsCode81902,deptId76768,crsName23932,descr13978,
crsCode77061,deptId51856,crsName93863,descr36930,
crsCode13033,deptId56317,crsName52822,descr17190,
crsCode42132,deptId7582,crsName74271,descr36129,
crsCode27735,deptId93634,crsName31412,descr17303,
crsCode49106,deptId39997,crsName73649,descr19161,
crsCode66672,deptId66941,crsName14053,descr4520,
crsCode20637,deptId67611,crsName70971,descr12145,
crsCode97253,deptId12332,crsName73572,descr15030,
crsCode94455,deptId11298,crsName15757,descr64898,
crsCode42881,deptId1683,crsName54209,descr13100,
crsCode93220,deptId64760,crsName85238,descr25132,
crsCode21121,deptId77931,crsName42186,descr12294,
crsCode76856,deptId58552,crsName11618,descr75961,
crsCode91686,deptId84375,crsName19785,descr39314,
crsCode21029,deptId9343,crsName47806,descr71833,
crsCode11012,deptId10666,crsName99305,descr82546,
crsCode62448,deptId55577,crsName10547,descr40214,
crsCode28325,deptId29038,crsName30465,descr35935,
crsCode98833,deptId12982,crsName10350,descr6204,
crsCode3937,deptId39946,crsName99235,descr78500,
crsCode47499,deptId23882,crsName39734,descr26408,
crsCode82551,deptId92458,crsName17661,descr6145,
crsCode69098,deptId69545,crsName15661,descr59433,
crsCode20464,deptId70428,crsName45267,descr32965,
crsCode28042,deptId33806,crsName87840,descr74433,
crsCode50864,deptId86215,crsName69971,descr87902,
crsCode23845,deptId87919,crsName44479,descr98887,
crsCode60247,deptId77587,crsName3709,descr16638,
crsCode47060,deptId21278,crsName26093,descr7050,
crsCode47397,deptId68012,crsName5964,descr9628,
crsCode96693,deptId17094,crsName6433,descr75612,
crsCode73519,deptId29342,crsName92725,descr27125,
crsCode13669,deptId48425,crsName79906,descr59097,
crsCode22157,deptId12788,crsName85860,descr10802,
crsCode30566,deptId20324,crsName46573,descr39,
crsCode29336,deptId69774,crsName53877,descr36807,
crsCode74233,deptId27951,crsName80110,descr92756,
crsCode79468,deptId18282,crsName3285,descr69487,
crsCode12869,deptId37564,crsName41828,descr99517,
crsCode79143,deptId9661,crsName54149,descr72915,
crsCode89646,deptId47414,crsName99521,descr49571,
crsCode43368,deptId61657,crsName33655,descr39906,
crsCode28861,deptId93857,crsName63560,descr26165,
crsCode51792,deptId37223,crsName56078,descr51640,
crsCode49022,deptId28766,crsName69869,descr81738,
crsCode43364,deptId68204,crsName37122,descr53017,
crsCode20701,deptId52869,crsName41592,descr95781,
crsCode9192,deptId66949,crsName91929,descr22804,
crsCode76648,deptId4490,crsName79841,descr15153,
crsCode45317,deptId68268,crsName52719,descr31458,
crsCode17551,deptId35866,crsName72085,descr92453,
crsCode95555,deptId76754,crsName18894,descr34693,
crsCode60263,deptId30941,crsName55599,descr55455,
crsCode89295,deptId5765,crsName886,descr60587,
crsCode49378,deptId21651,crsName71455,descr72682,
crsCode95798,deptId61513,crsName87830,descr55659,
crsCode22967,deptId31705,crsName79654,descr67673,
crsCode91079,deptId3616,crsName53552,descr15045,
crsCode73216,deptId27107,crsName87831,descr33515,
crsCode93333,deptId79940,crsName7576,descr93347,
crsCode28790,deptId76833,crsName56696,descr69991,
crsCode47474,deptId46025,crsName77941,descr87900,
crsCode77047,deptId76636,crsName92062,descr56799,
crsCode72053,deptId54014,crsName8127,descr73645,
crsCode64000,deptId9303,crsName73140,descr32271,
crsCode40148,deptId24746,crsName91582,descr81888,
crsCode37555,deptId80,crsName1588,descr15740,
crsCode74442,deptId56080,crsName46641,descr7302,
crsCode44274,deptId20478,crsName53643,descr90614,
crsCode91058,deptId27181,crsName7332,descr82430,
crsCode41938,deptId23033,crsName15960,descr49609,
crsCode11703,deptId83160,crsName53806,descr51751,
crsCode69880,deptId99406,crsName10437,descr65743,
crsCode62845,deptId94878,crsName1190,descr75629,
crsCode16116,deptId21230,crsName66346,descr3494,
crsCode17227,deptId44540,crsName66754,descr4605,
crsCode41927,deptId71565,crsName22209,descr8689,
crsCode78660,deptId5158,crsName96966,descr87907,
crsCode28970,deptId38580,crsName71689,descr52022,
crsCode76552,deptId96229,crsName21185,descr10639,
crsCode71119,deptId29977,crsName18640,descr81564,
crsCode14030,deptId81939,crsName57324,descr95857,
crsCode77509,deptId38186,crsName93675,descr82221,
crsCode8584,deptId96701,crsName28810,descr58171,
crsCode26738,deptId32515,crsName6330,descr24693,
crsCode46467,deptId68959,crsName36776,descr63906,
crsCode25720,deptId67314,crsName37319,descr2272,
crsCode40870,deptId17995,crsName25563,descr46973,
crsCode90130,deptId94169,crsName70149,descr92767,
crsCode43824,deptId706,crsName29542,descr91844,
crsCode18390,deptId18060,crsName89586,descr21667,
crsCode84603,deptId6872,crsName38995,descr14097,
crsCode48658,deptId89390,crsName26711,descr26976,
crsCode55965,deptId17620,crsName81847,descr76322,
crsCode66512,deptId45624,crsName27364,descr35211,
crsCode97380,deptId35757,crsName92560,descr50132,
crsCode6356,deptId71474,crsName85270,descr3548,
crsCode83639,deptId59533,crsName6984,descr29609,
crsCode65242,deptId28311,crsName39443,descr63052,
crsCode15993,deptId39665,crsName70993,descr88067,
crsCode99226,deptId14133,crsName68811,descr28120,
crsCode33799,deptId65223,crsName22888,descr95238,
crsCode9606,deptId55114,crsName96342,descr76763,
crsCode96790,deptId13775,crsName39988,descr14713,
crsCode55144,deptId78312,crsName22777,descr14359,
crsCode6360,deptId26554,crsName82693,descr40293,
crsCode57926,deptId44817,crsName81507,descr3597,
crsCode20405,deptId9645,crsName51607,descr34356,
crsCode24352,deptId98362,crsName53225,descr99583,
crsCode98068,deptId32318,crsName6990,descr27827,
crsCode97166,deptId64556,crsName96016,descr68180,
crsCode49009,deptId95637,crsName23290,descr3439,
crsCode88132,deptId68958,crsName29057,descr14100,
crsCode92038,deptId6540,crsName15634,descr5435,
crsCode91279,deptId8060,crsName73908,descr1832,
crsCode46052,deptId97839,crsName31002,descr11560,
crsCode20374,deptId77475,crsName55848,descr37211,
crsCode76824,deptId21949,crsName58686,descr65996,
crsCode70235,deptId90497,crsName45734,descr22459,
crsCode79016,deptId72260,crsName9750,descr219,
crsCode4282,deptId98137,crsName88323,descr72631,
crsCode74581,deptId33320,crsName86178,descr51504,
crsCode17223,deptId78333,crsName78332,descr6114,
crsCode44409,deptId6684,crsName76525,descr54661,
crsCode6289,deptId63410,crsName69177,descr21870,
crsCode76584,deptId67686,crsName65388,descr73941,
crsCode86211,deptId25903,crsName88492,descr9458,
crsCode44624,deptId57343,crsName49086,descr2081,
crsCode34911,deptId16029,crsName88657,descr32036,
crsCode27610,deptId59825,crsName23370,descr18760,
crsCode83811,deptId55032,crsName33037,descr11679,
crsCode26664,deptId93335,crsName44518,descr58764,
crsCode39109,deptId55595,crsName34033,descr38430,
crsCode62807,deptId46431,crsName70924,descr77555,
crsCode5784,deptId74872,crsName43734,descr71294,
crsCode8892,deptId81290,crsName9284,descr66660,
crsCode3143,deptId55758,crsName78432,descr30911,
crsCode98601,deptId12747,crsName72830,descr53829,
crsCode51127,deptId60368,crsName9885,descr91843,
crsCode78438,deptId39524,crsName90166,descr72963,
crsCode36198,deptId24084,crsName94181,descr93646,
crsCode6746,deptId46859,crsName64273,descr28330,
crsCode82384,deptId35265,crsName43993,descr19267,
crsCode88810,deptId3164,crsName51400,descr51814,
crsCode71535,deptId197,crsName9165,descr63956,
crsCode24698,deptId69138,crsName98638,descr95063,
crsCode25546,deptId11647,crsName6803,descr74599,
crsCode83431,deptId22644,crsName56814,descr93576,
crsCode54511,deptId39592,crsName59681,descr62500,
crsCode84399,deptId10992,crsName16285,descr6621,
crsCode21997,deptId53800,crsName10118,descr90610,
crsCode75106,deptId83964,crsName57362,descr78512,
crsCode85637,deptId33171,crsName31376,descr52498,
crsCode3938,deptId18041,crsName13733,descr37014,
crsCode86634,deptId53320,crsName21169,descr85053,
crsCode89988,deptId51122,crsName43152,descr25663,
crsCode16193,deptId72622,crsName61821,descr59497,
crsCode90094,deptId81724,crsName77521,descr49460,
crsCode89186,deptId88790,crsName85577,descr15075,
crsCode91158,deptId66230,crsName13798,descr42841,
crsCode20628,deptId13214,crsName23373,descr69748,
crsCode92296,deptId99496,crsName34446,descr28746,
crsCode82900,deptId47242,crsName80866,descr29694,
crsCode64960,deptId23237,crsName16366,descr86527,
crsCode41102,deptId11883,crsName48421,descr55998,
crsCode78700,deptId86922,crsName30665,descr96874,
crsCode42018,deptId31545,crsName60434,descr90345,
crsCode51115,deptId77374,crsName83687,descr75157,
crsCode87584,deptId94106,crsName9128,descr90640,
crsCode29840,deptId94994,crsName12399,descr63174,
crsCode52268,deptId59643,crsName66059,descr60798,
crsCode89214,deptId19840,crsName46060,descr43388,
crsCode11514,deptId86323,crsName83037,descr79094,
crsCode8909,deptId94190,crsName77130,descr83217,
crsCode63826,deptId67748,crsName88355,descr92951,
crsCode98083,deptId72906,crsName95577,descr28599,
crsCode77805,deptId71835,crsName95462,descr5850,
crsCode76924,deptId70316,crsName53353,descr5725,
crsCode25461,deptId3693,crsName38030,descr74448,
crsCode84195,deptId45977,crsName68876,descr33513,
crsCode54760,deptId99706,crsName71624,descr7494,
crsCode35381,deptId68187,crsName95672,descr46909,
crsCode32886,deptId66252,crsName78113,descr69954,
crsCode19204,deptId13132,crsName45441,descr65301,
crsCode45118,deptId13718,crsName24361,descr18308,
crsCode37330,deptId84458,crsName44194,descr37156,
crsCode84564,deptId83862,crsName76561,descr51304,
